id,observations,researchGrade,species,observers,lastObserved,topTaxa,source
khajisonnenahalli-kunte1,0,0,0,0,,,inaturalist-2026-09
khajisonnenahalli-kunte10,0,0,0,0,,,inaturalist-2026-09
khajisonnenahalli-kunte2,0,0,0,0,,,inaturalist-2026-09
khajisonnenahalli-kunte3,0,0,0,0,,,inaturalist-2026-09
khajisonnenahalli-kunte4,0,0,0,0,,,inaturalist-2026-09
khajisonnenahalli-kunte4-2,2,0,1,2,2026-08-09,Passiflora vesicaria (Orangefruit Passionflower),inaturalist-2026-09
khajisonnenahalli-kunte5,0,0,0,0,,,inaturalist-2026-09
khajisonnenahalli-kunte6,0,0,0,0,,,inaturalist-2026-09
khajisonnenahalli-kunte8,0,0,0,0,,,inaturalist-2026-09
khajisonnenahalli-kunte9,0,0,0,0,,,inaturalist-2026-09
kilaranahalli-lake,0,0,0,0,,,inaturalist-2026-09
kiribirana-hosahalli-kere,0,0,0,0,,,inaturalist-2026-09
kithaganuru-katte,0,0,0,0,,,inaturalist-2026-09
kithaganuru-kunte-1,0,0,0,0,,,inaturalist-2026-09
kithaganuru-kunte-2,0,0,0,0,,,inaturalist-2026-09
kithaganuru-kunte-3,0,0,0,0,,,inaturalist-2026-09
kithaganuru-kunte-4,0,0,0,0,,,inaturalist-2026-09
kithaganuru-kunte-5,0,0,0,0,,,inaturalist-2026-09
kithaganuru-kunte-6,0,0,0,0,,,inaturalist-2026-09
kittanahalli-kere,0,0,0,0,,,inaturalist-2026-09
kittanahallipalya-kere,0,0,0,0,,,inaturalist-2026-09
kittanahallipalya-lo-kere,0,0,0,0,,,inaturalist-2026-09
kitthaganuru-kere,0,0,0,0,,,inaturalist-2026-09
kittiganahalli-lake,4,2,3,1,2025-02-03,Ariadne merione (Common Castor Butterfly);Lepidium didymum (Lesser swine-cress);Prinia socialis (Ashy Prinia),inaturalist-2026-09
kodagi-singasandra-kere,9,5,5,3,2026-08-08,Fowlea piscator (Chequered Keelback);Neolamarckia cadamba (Burflower-tree);Porphyrio poliocephalus (Gray-headed Swamphen);Thunbergia erecta (Bush Thunbergia);Vanellus indicus (Red-wattled Lapwing),inaturalist-2026-09
kodagikere,1,1,1,1,2026-08-10,Acacia auriculiformis (Earpod Wattle),inaturalist-2026-09
kodagithirumalapura-kunte,0,0,0,0,,,inaturalist-2026-09
kodagithirumalpura-kere,0,0,0,0,,,inaturalist-2026-09
kodathi-kunte-17,0,0,0,0,,,inaturalist-2026-09
kodathi-kunte1,0,0,0,0,,,inaturalist-2026-09
kodathi-kunte10,0,0,0,0,,,inaturalist-2026-09
kodathi-kunte11,0,0,0,0,,,inaturalist-2026-09
kodathi-kunte12,1,1,1,1,2019-03-03,Calotes versicolor (Indian Garden Lizard),inaturalist-2026-09
kodathi-kunte13,0,0,0,0,,,inaturalist-2026-09
kodathi-kunte14,9,4,6,1,2025-06-12,Apis dorsata (Giant Honey Bee);Ariadne ariadne (Angled Castor);Belenois aurota (Pioneer White);Lantana montevidensis (creeping lantana);Papilio demoleus (Lime Swallowtail);Pycnonotus cafer (Red-vented Bulbul),inaturalist-2026-09
kodathi-kunte15,2,2,2,1,2025-06-05,Apis dorsata (Giant Honey Bee);Papilio demoleus (Lime Swallowtail),inaturalist-2026-09
kodathi-kunte16,3,2,2,3,2025-11-15,Bauhinia variegata (Orchid tree);Trithemis aurora (Crimson Marsh Glider),inaturalist-2026-09
kodathi-kunte2,0,0,0,0,,,inaturalist-2026-09
kodathi-kunte3,0,0,0,0,,,inaturalist-2026-09
kodathi-kunte4,0,0,0,0,,,inaturalist-2026-09
kodathi-kunte5,0,0,0,0,,,inaturalist-2026-09
kodathi-kunte6,0,0,0,0,,,inaturalist-2026-09
kodathi-kunte7,0,0,0,0,,,inaturalist-2026-09
kodathi-kunte8,0,0,0,0,,,inaturalist-2026-09
kodathi-kunte9,0,0,0,0,,,inaturalist-2026-09
kodatti-kere,0,0,0,0,,,inaturalist-2026-09
kodaturu-kere,3,0,0,1,2023-07-22,,inaturalist-2026-09
kodgibommanahalli-kere,0,0,0,0,,,inaturalist-2026-09
kodigehalli-kere,0,0,0,0,,,inaturalist-2026-09
kodigehalli-kere-2,0,0,0,0,,,inaturalist-2026-09
kodigehalli-kere-2-2,0,0,0,0,,,inaturalist-2026-09
kodigehalli-kunte,0,0,0,0,,,inaturalist-2026-09
kodigehalli-kunte-4,0,0,0,0,,,inaturalist-2026-09
kodigehalli-kunte1,52,31,32,15,2026-05-31,Castalius rosimon (Common Pierrot);Catopsilia pomona (Lemon Migrant);Eurema hecabe (Common Grass Yellow);Heterorhina elegans;Junonia lemonias (Lemon Pansy);Mycalesis mineus (Dark-branded Bushbrown);Acytolepis puspa (Common Hedge Blue);Ariadne merione (Common Castor Butterfly);Belenois aurota (Pioneer White);Chilades lajus (Lime Blue),inaturalist-2026-09
kodigehalli-kunte1-2,0,0,0,0,,,inaturalist-2026-09
kodigehalli-kunte2,0,0,0,0,,,inaturalist-2026-09
kodigehalli-kunte2-2,0,0,0,0,,,inaturalist-2026-09
kodigehalli-kunte3,2,0,0,1,2024-07-15,,inaturalist-2026-09
kodigehalli-kunte3-2,0,0,0,0,,,inaturalist-2026-09
kodigehalli-kunte4,0,0,0,0,,,inaturalist-2026-09
kodigehalli-lake,0,0,0,0,,,inaturalist-2026-09
kodigehalli-lake-2,0,0,0,0,,,inaturalist-2026-09
kodigehalli-plantation-kunte-1,45,24,29,20,2026-08-22,Ipomoea cairica (Mile-a-minute vine);Lagenaria siceraria (Calabash);Athene brama (Spotted Owlet);Belenois aurota (Pioneer White);Bixa orellana (Lipsticktree);Bungarus caeruleus (Common Krait);Calotropis gigantea (crown flower);Cardiospermum halicacabum (Lesser Balloon Vine);Centrosema pubescens (Sentro);Coelognathus helena (Trinket Snake),inaturalist-2026-09
kodigehalli-plantation-kunte-2,2,2,2,2,2024-05-13,Hemidactylus frenatus (Asian House Gecko);Hemidactylus whitakeri (Whitaker’s Termite Hill Gecko),inaturalist-2026-09
kodihalli-kere,0,0,0,0,,,inaturalist-2026-09
kodihalli-kere-2,1,1,1,1,2022-12-02,Neostylopyga rhombifolia (Harlequin Cockroach),inaturalist-2026-09
kodihalli-kere-3,8,4,5,4,2026-03-24,Euphorbia hirta (Asthma Plant);Lagerstroemia speciosa (Giant Crepe-myrtle);Mesembryanthemum cordifolium (heart-leaf ice plant);Oxalis corniculata (Creeping Woodsorrel);Samanea saman (Monkey pod tree),inaturalist-2026-09
kodihalli-kunte1,0,0,0,0,,,inaturalist-2026-09
kodihalli-kunte2,1,0,0,1,2022-02-11,,inaturalist-2026-09
kodipalya-kere,2,2,2,2,2025-07-20,Leptocoma zeylonica (Purple-rumped Sunbird);Motacilla maderaspatensis (White-browed Wagtail),inaturalist-2026-09
kodipura-lake,0,0,0,0,,,inaturalist-2026-09
kodlu-kunte-1,0,0,0,0,,,inaturalist-2026-09
kodlu-kunte-2,3,0,1,1,2026-01-19,Acheta domesticus (House Cricket),inaturalist-2026-09
kogilu-kere,82,46,39,12,2026-01-25,Ischnura senegalensis (Common Bluetail);Tholymis tillarga (Twister);Acrocephalus dumetorum (Blyth's Reed Warbler);Hirundo smithii (Wire-tailed Swallow);Lanius cristatus (Brown Shrike);Nephila pilipes (Giant Golden Orbweaver);Papilio demoleus (Lime Swallowtail);Rostratula benghalensis (Greater Painted-Snipe);Aegithina tiphia (Common Iora);Amaurornis phoenicurus (White-breasted Waterhen),inaturalist-2026-09
kogilu-kunte,0,0,0,0,,,inaturalist-2026-09
kolapurapalya-kere,0,0,0,0,,,inaturalist-2026-09
kolatur-kere,0,0,0,0,,,inaturalist-2026-09
kolipura-kere,0,0,0,0,,,inaturalist-2026-09
kollipaya-2r,0,0,0,0,,,inaturalist-2026-09
kolur-kere,0,0,0,0,,,inaturalist-2026-09
kolur-kere-2,0,0,0,0,,,inaturalist-2026-09
koluru-gururayanapura-kunte2,0,0,0,0,,,inaturalist-2026-09
koluru-gururayanapura-kunte3,0,0,0,0,,,inaturalist-2026-09
koluru-kunte-1,0,0,0,0,,,inaturalist-2026-09
koluru-kunte-2,0,0,0,0,,,inaturalist-2026-09
koluru-kunte-3,0,0,0,0,,,inaturalist-2026-09
koluru-kunte-4,0,0,0,0,,,inaturalist-2026-09
koluru-nanjunadapura-kunte,0,0,0,0,,,inaturalist-2026-09
koluvarayanahalli-lake,0,0,0,0,,,inaturalist-2026-09
komaranappali-south-lake,0,0,0,0,,,inaturalist-2026-09
kommaghatta-gokatte,0,0,0,0,,,inaturalist-2026-09
kommaghatta-govt-lake,750,527,203,21,2026-08-15,Ardea cinerea (Grey Heron);Spatula clypeata (Northern Shoveler);Fulica atra (Eurasian Coot);Phalacrocorax carbo (Great Cormorant);Tringa glareola (Wood Sandpiper);Tachybaptus ruficollis (Little Grebe);Ardeola grayii (Indian Pond-Heron);Metopidius indicus (Bronze-winged Jacana);Porphyrio poliocephalus (Gray-headed Swamphen);Anas poecilorhyncha (Indian Spot-billed Duck),inaturalist-2026-09
kommaghatta-katte,2,1,1,1,2026-08-09,Jatropha gossypiifolia (Bellyache Bush),inaturalist-2026-09
kommaghatta-krishnasagara-kunte1,0,0,0,0,,,inaturalist-2026-09
kommaghatta-kunte,1,1,1,1,2023-10-21,Hypolimnas misippus (Danaid Eggfly),inaturalist-2026-09
kommasandra-kere-1,0,0,0,0,,,inaturalist-2026-09
kommasandra-kunte-1,0,0,0,0,,,inaturalist-2026-09
kommasandra-kunte-2,0,0,0,0,,,inaturalist-2026-09
kommasandra-kunte-3,1,1,1,1,2023-09-24,Anhinga melanogaster (Oriental Darter),inaturalist-2026-09
kommasandra-kunte-4,0,0,0,0,,,inaturalist-2026-09
kommasandra-kunte-5,0,0,0,0,,,inaturalist-2026-09
kommasandra-kunte-6,0,0,0,0,,,inaturalist-2026-09
kommasandra-kunte-7,0,0,0,0,,,inaturalist-2026-09
kommasandra-kunte-8,0,0,0,0,,,inaturalist-2026-09
konadasapura-kunte-5,0,0,0,0,,,inaturalist-2026-09
konadasapura-kunte-6,0,0,0,0,,,inaturalist-2026-09
konadasapura-kunte1,0,0,0,0,,,inaturalist-2026-09
konadasapura-kunte2,0,0,0,0,,,inaturalist-2026-09
konadasapura-kunte3,1,1,1,1,2023-09-29,Lonchura punctulata (Scaly-breasted Munia),inaturalist-2026-09
konadasapura-kunte4,0,0,0,0,,,inaturalist-2026-09
konadaspur-lake,0,0,0,0,,,inaturalist-2026-09
konaghatta-kere,4,0,1,1,2025-04-05,Ardea cinerea (Grey Heron),inaturalist-2026-09
konana-kere,0,0,0,0,,,inaturalist-2026-09
konanakunte-kere,1,1,1,1,2026-02-02,Menemerus bivittatus (Gray Wall Jumping Spider),inaturalist-2026-09
konanakunte-kunte,1,0,1,1,2021-09-09,Neolamarckia cadamba (Burflower-tree),inaturalist-2026-09
konappana-agrahara-kunte-1,0,0,0,0,,,inaturalist-2026-09
konappana-agrahara-kunte-2,0,0,0,0,,,inaturalist-2026-09
konappana-agrahara-kunte-3,1,1,1,1,2016-12-04,Psammophilus dorsalis (Rock Dragon),inaturalist-2026-09
konappana-agrahara-kunte-4,0,0,0,0,,,inaturalist-2026-09
konappana-agrahara-kunte-5,0,0,0,0,,,inaturalist-2026-09
konappana-agrahara-kunte-6,2,1,1,2,2024-09-04,Belenois aurota (Pioneer White),inaturalist-2026-09
konappana-agrahara-kunte-7,4,4,4,2,2019-10-24,Bradinopyga geminata (Granite Ghost);Catopsilia pyranthe (Mottled Emigrant);Luthrodes pandava (Plains Cupid);Thunbergia coccinea (Scarlet clock vine),inaturalist-2026-09
konappana-agrahara-kunte-8,2,1,2,2,2025-09-02,Cnemaspis mysoriensis (Mysore Round-eyed Gecko);Hieraaetus pennatus (Booted Eagle),inaturalist-2026-09
konappana-agrahara-kunte-9,0,0,0,0,,,inaturalist-2026-09
konappana-agrahara-lake,0,0,0,0,,,inaturalist-2026-09
konasandra-lake,0,0,0,0,,,inaturalist-2026-09
konasandra-lake-2,0,0,0,0,,,inaturalist-2026-09
konashetty-kere,74,46,42,9,2026-04-12,Copsychus fulicatus (Indian Robin);Lanius schach (Long-tailed Shrike);Neptis hylas (Common Sailer);Oriolus kundoo (Indian Golden Oriole);Prinia socialis (Ashy Prinia);Psittacula krameri (Rose-ringed Parakeet);Pycnonotus cafer (Red-vented Bulbul);Sturnia malabarica (Chestnut-tailed Starling);Zizina otis (Lesser Grass Blue);Acridotheres tristis (Common Myna),inaturalist-2026-09
kondashettihalli-kunte,0,0,0,0,,,inaturalist-2026-09
kondrahalli-lake,0,0,0,0,,,inaturalist-2026-09
konena-agrahara-kere,5,0,1,2,2025-07-23,Agaeus tessellatus,inaturalist-2026-09
konenaagrahara-kunte1,0,0,0,0,,,inaturalist-2026-09
konenaagrahara-kunte2,0,0,0,0,,,inaturalist-2026-09
koppa-lake,39,24,20,1,2024-07-22,Amaurornis phoenicurus (White-breasted Waterhen);Ardea coromanda (Eastern Cattle-Egret);Ardea intermedia (Medium Egret);Halcyon smyrnensis (White-throated Kingfisher);Metopidius indicus (Bronze-winged Jacana);Acridotheres tristis (Common Myna);Anas poecilorhyncha (Indian Spot-billed Duck);Ardeola grayii (Indian Pond-Heron);Camponotus sericeus (Silky Sugar ant);Egretta garzetta (Little Egret),inaturalist-2026-09
koralahalli-kere,0,0,0,0,,,inaturalist-2026-09
koramangala-kere,4,1,2,4,2026-05-06,Coffea arabica (Coffee);Parthenium hysterophorus (Santa Maria feverfew),inaturalist-2026-09
koramangala-kere-2,0,0,0,0,,,inaturalist-2026-09
koramangala-kunte,0,0,0,0,,,inaturalist-2026-09
koratagere-kere,0,0,0,0,,,inaturalist-2026-09
kotanahalli-kere,0,0,0,0,,,inaturalist-2026-09
kothanaru-kere,26,15,16,6,2026-08-14,Halcyon smyrnensis (White-throated Kingfisher);Anaciaeschna jaspidea (Rusty Darner);Ardea coromanda (Eastern Cattle-Egret);Ceryle rudis (Pied Kingfisher);Danaus chrysippus (Plain Tiger Butterfly);Hirundo rustica (Barn Swallow);Ischnura senegalensis (Common Bluetail);Junonia lemonias (Lemon Pansy);Oecophylla smaragdina (Asian Weaver Ant);Orthotomus sutorius (Common Tailorbird),inaturalist-2026-09
kothanaru-kunte,0,0,0,0,,,inaturalist-2026-09
kothihosahalli-kunte1,2,1,1,2,2023-04-26,Thunbergia fragrans (Sweet clockvine),inaturalist-2026-09
kothnur-kunte1,0,0,0,0,,,inaturalist-2026-09
kothnur-kunte2,0,0,0,0,,,inaturalist-2026-09
kotiganahalli-kere,8,7,8,2,2026-04-15,Anax parthenope (Lesser Emperor);Apis dorsata (Giant Honey Bee);Ariophanta exilis (Two-Striated Ariophanta);Asianopleura octoguttata;Cinnyris asiaticus (Purple Sunbird);Diabolocatantops innotabilis;Samanea saman (Monkey pod tree);Stegodyphus sarasinorum (Indian Cooperative Spider),inaturalist-2026-09
kowdenahalli-kere,17,10,13,5,2025-07-03,Aristolochia gigantea (Brazilian Dutchman's Pipe);Calotropis gigantea (crown flower);Hypolimnas misippus (Danaid Eggfly);Labeo catla (Catla);Ocyceros birostris (Indian Grey Hornbill);Porphyrio poliocephalus (Gray-headed Swamphen);Pterocarpus rotundifolius (Round-leaved Bloodwood);Senna spectabilis (whitebark senna);Spirodela polyrhiza (greater duckweed);Tachybaptus ruficollis (Little Grebe),inaturalist-2026-09
kowdenahalli-kunte1,0,0,0,0,,,inaturalist-2026-09
kowdenahalli-kunte2,0,0,0,0,,,inaturalist-2026-09
krishnanadoddi-lake,0,0,0,0,,,inaturalist-2026-09
krishnapura-kere-ne,0,0,0,0,,,inaturalist-2026-09
krishnapura-kere-nw,0,0,0,0,,,inaturalist-2026-09
krishnaraja-puram-kere,0,0,0,0,,,inaturalist-2026-09
krishnaraja-puram-kere-2-newly-created,1,1,1,1,2025-07-04,Ocyceros birostris (Indian Grey Hornbill),inaturalist-2026-09
krishnaraja-puram-kunte,0,0,0,0,,,inaturalist-2026-09
krishnarajapura-karabu-katte,2,0,0,2,2025-01-04,,inaturalist-2026-09
krishnarajapura-kunte,3,1,2,2,2024-05-25,Danaus chrysippus (Plain Tiger Butterfly);Psammophilus dorsalis (Rock Dragon),inaturalist-2026-09
krishnarajapuram-kere,10,6,6,1,2024-02-18,Ardea coromanda (Eastern Cattle-Egret);Ardeola grayii (Indian Pond-Heron);Monomorium floricola (Flower Ant);Porphyrio poliocephalus (Gray-headed Swamphen);Solanum torvum (Turkey Berry);Threskiornis melanocephalus (Black-headed Ibis),inaturalist-2026-09
krishnasagara-kunte-newly-created,0,0,0,0,,,inaturalist-2026-09
krishnasagara-lake,0,0,0,0,,,inaturalist-2026-09
krishnasagara-lake-2,0,0,0,0,,,inaturalist-2026-09
krishnasagara-lake-3,0,0,0,0,,,inaturalist-2026-09
kudlu-chikere,10,10,1,1,2022-12-09,Fowlea piscator (Chequered Keelback),inaturalist-2026-09
kuduregere-kunte,0,0,0,0,,,inaturalist-2026-09
kukkalahalli-kere,0,0,0,0,,,inaturalist-2026-09
kukkalahalli-kere-1,0,0,0,0,,,inaturalist-2026-09
kukkalahalli-lake,0,0,0,0,,,inaturalist-2026-09
kukkalahalli-lake-2,0,0,0,0,,,inaturalist-2026-09
kukkanahalli-kere,0,0,0,0,,,inaturalist-2026-09
kukkonallipalya-lake,0,0,0,0,,,inaturalist-2026-09
kulaghatta,0,0,0,0,,,inaturalist-2026-09
kulavanahalli-kere,0,0,0,0,,,inaturalist-2026-09
kumbalagodu-gollahalli-kunte1,0,0,0,0,,,inaturalist-2026-09
kumbalagodu-gollahalli-kunte2,0,0,0,0,,,inaturalist-2026-09
kumbalagodu-gollahalli-kunte3,0,0,0,0,,,inaturalist-2026-09
kumbalagodu-kere,0,0,0,0,,,inaturalist-2026-09
kumbalagodu-kere-2,0,0,0,0,,,inaturalist-2026-09
kumbalagodu-kunte1,0,0,0,0,,,inaturalist-2026-09
kumbalagodu-kunte2,0,0,0,0,,,inaturalist-2026-09
kumbalagodu-kunte3,2,1,1,1,2021-07-21,Asclepias curassavica (tropical milkweed),inaturalist-2026-09
kumbalagodu-kunte4,0,0,0,0,,,inaturalist-2026-09
kumbalagodu-kunte5,0,0,0,0,,,inaturalist-2026-09
kumbalagodu-kunte6,0,0,0,0,,,inaturalist-2026-09
kumbalagodu-kunte7,0,0,0,0,,,inaturalist-2026-09
kumbalagodu-kunte8,0,0,0,0,,,inaturalist-2026-09
kumbarahalli-kere,0,0,0,0,,,inaturalist-2026-09
kumbarahalli-kere-2,2,1,1,1,2025-05-14,Muntingia calabura (calabur tree),inaturalist-2026-09
kumbarakere,9,5,7,2,2024-05-29,Ichnocarpus frutescens (Black creeper);Nymphaea rubra (Red water lily);Phyllanthus reticulatus (Potato-smell);Plumbago zeylanica (wild leadwort);Polyrhachis rastellata;Senna hirsuta (hairy senna);Solanum violaceum (Indian Nightshade),inaturalist-2026-09
kumbenaagrahara-kunte,0,0,0,0,,,inaturalist-2026-09
kun-madiwala-lake,0,0,0,0,,,inaturalist-2026-09
kundalahalli-kere,91,71,59,12,2026-08-12,Acrocephalus dumetorum (Blyth's Reed Warbler);Egretta garzetta (Little Egret);Leptocoma zeylonica (Purple-rumped Sunbird);Phalacrocorax carbo (Great Cormorant);Artamus fuscus (Ashy Woodswallow);Cinnyris asiaticus (Purple Sunbird);Dicaeum erythrorhynchos (Pale-billed Flowerpecker);Fulica atra (Eurasian Coot);Gallinula chloropus (Eurasian Moorhen);Tachybaptus ruficollis (Little Grebe),inaturalist-2026-09
kundarahalli-kunte1,0,0,0,0,,,inaturalist-2026-09
kuppareddy-kere,0,0,0,0,,,inaturalist-2026-09
kuppemala-kere,1,0,1,1,2025-03-03,Ypthima huebneri (Common Four-ring),inaturalist-2026-09
kurubalahalli-kere,0,0,0,0,,,inaturalist-2026-09
kurubarahalli-kere,0,0,0,0,,,inaturalist-2026-09
kurubarahalli-lake,0,0,0,0,,,inaturalist-2026-09
kurubarahalli-lake-1,0,0,0,0,,,inaturalist-2026-09
kurubarapalya-kere,0,0,0,0,,,inaturalist-2026-09
kurubarhalli-lake,0,0,0,0,,,inaturalist-2026-09
kuruvegere-kere,1,1,1,1,2025-06-01,Sturnia pagodarum (Brahminy Starling),inaturalist-2026-09
kuvempu-nagara-lake,0,0,0,0,,,inaturalist-2026-09
kuvempunagar-lake,0,0,0,0,,,inaturalist-2026-09
kyalasanahalli-govt-lake,4,4,4,3,2025-09-07,Apis cerana (Asian Honey Bee);Apis dorsata (Giant Honey Bee);Nelumbo nucifera (Sacred Lotus);Nephila pilipes (Giant Golden Orbweaver),inaturalist-2026-09
kyalasanahalli-lake,0,0,0,0,,,inaturalist-2026-09
lagamenahalli-lake,1,0,0,1,2020-11-08,,inaturalist-2026-09
laggere-kunte1,0,0,0,0,,,inaturalist-2026-09
laggere-kunte2,0,0,0,0,,,inaturalist-2026-09
laggere-kunte3,0,0,0,0,,,inaturalist-2026-09
laggere-kunte4,0,0,0,0,,,inaturalist-2026-09
laggere-kunte5,0,0,0,0,,,inaturalist-2026-09
laggeri-govt-katte,0,0,0,0,,,inaturalist-2026-09
laggeri-katte,0,0,0,0,,,inaturalist-2026-09
laggeri-lake,0,0,0,0,,,inaturalist-2026-09
lakkanapalya-lake,0,0,0,0,,,inaturalist-2026-09
lakkanapalya-lake-2,0,0,0,0,,,inaturalist-2026-09
lakkayanapalya-kere,0,0,0,0,,,inaturalist-2026-09
lakkayanapalya-kere-2,0,0,0,0,,,inaturalist-2026-09
lakkayanapalya-kere-3,0,0,0,0,,,inaturalist-2026-09
lakkenahalli-kere,0,0,0,0,,,inaturalist-2026-09
lakkenahalli-kere-2,0,0,0,0,,,inaturalist-2026-09
lakkenahalli-kere-3,0,0,0,0,,,inaturalist-2026-09
lakkenahalli-kunte-1,0,0,0,0,,,inaturalist-2026-09
lakkuru-lake,0,0,0,0,,,inaturalist-2026-09
lakshmipura-kere,0,0,0,0,,,inaturalist-2026-09
lakshmipura-kere-2,0,0,0,0,,,inaturalist-2026-09
lakshmipura-kunte,0,0,0,0,,,inaturalist-2026-09
lakshmipura-kunte1,0,0,0,0,,,inaturalist-2026-09
lakshmipura-kunte2,0,0,0,0,,,inaturalist-2026-09
lakshmipura-lake,5,5,5,4,2026-07-20,Bradinopyga geminata (Granite Ghost);Plegadis falcinellus (Glossy Ibis);Porphyrio poliocephalus (Gray-headed Swamphen);Solanum torvum (Turkey Berry);Tachybaptus ruficollis (Little Grebe),inaturalist-2026-09
lakshmipura-lake-2,5,2,4,1,2021-11-16,Cynodon dactylon (Bermuda grass);Distimake quinquefolius (Rock Rosemary);Fowlea piscator (Chequered Keelback);Senna tora (Sickle Senna),inaturalist-2026-09
lakshmisagar-a-kunte1,0,0,0,0,,,inaturalist-2026-09
lakshmisagar-a-kunte2,0,0,0,0,,,inaturalist-2026-09
lakshmisagara-kere,0,0,0,0,,,inaturalist-2026-09
lalagondanahalli-kere,0,0,0,0,,,inaturalist-2026-09
lalbagh-kere,1654,839,283,302,2026-08-29,Ardeola grayii (Indian Pond-Heron);Microcarbo niger (Little Cormorant);Probergrothius sanguinolens (Indian Red Bug);Porphyrio poliocephalus (Gray-headed Swamphen);Anas poecilorhyncha (Indian Spot-billed Duck);Egretta garzetta (Little Egret);Acridotheres tristis (Common Myna);Milvus migrans (Black Kite);Phalacrocorax carbo (Great Cormorant);Mycteria leucocephala (Painted Stork),inaturalist-2026-09
lingadeeranahalli-kunte,0,0,0,0,,,inaturalist-2026-09
lingadheeranahalli-karabu-katte,1,1,1,1,2022-08-19,Threskiornis melanocephalus (Black-headed Ibis),inaturalist-2026-09
lingadhiragollonahalli-kere,0,0,0,0,,,inaturalist-2026-09
linganahalli-kere,3,2,2,2,2025-01-21,Egretta garzetta (Little Egret);Vanellus indicus (Red-wattled Lapwing),inaturalist-2026-09
linganahalli-kunte-1,0,0,0,0,,,inaturalist-2026-09
linganahalli-kunte-2,0,0,0,0,,,inaturalist-2026-09
lingapura-lake,0,0,0,0,,,inaturalist-2026-09
lingapura-lake-2,0,0,0,0,,,inaturalist-2026-09
lingapura-lake-3,1,1,1,1,2020-12-19,Mycteria leucocephala (Painted Stork),inaturalist-2026-09
lingaraja-sagara-kunte-1,0,0,0,0,,,inaturalist-2026-09
lingaraja-sagara-kunte2,2,1,2,2,2023-05-10,Cecropis daurica (Eastern Red-rumped Swallow);Ptyas mucosa (Oriental Rat Snake),inaturalist-2026-09
lingarajapura-lake,9,4,5,7,2024-10-29,Ariadne merione (Common Castor Butterfly);Asparagus racemosus (Bottlebrush Asparagus);Diplacodes trivialis (Chalky Percher);Micronia aculeata (Grey Swallowtail Moth);Papilio demoleus (Lime Swallowtail),inaturalist-2026-09
lingarajapura-lake-1,0,0,0,0,,,inaturalist-2026-09
lingarajapura-lake-2,0,0,0,0,,,inaturalist-2026-09
lingdir-malasandra-lake,0,0,0,0,,,inaturalist-2026-09
lower-medhalli-kere,0,0,0,0,,,inaturalist-2026-09
machanahalli-kere,0,0,0,0,,,inaturalist-2026-09
machohalli-chikkere,0,0,0,0,,,inaturalist-2026-09
madagondanahalli-kere,0,0,0,0,,,inaturalist-2026-09
madapatna-lake,0,0,0,0,,,inaturalist-2026-09
madappanahalli-kunte-1,0,0,0,0,,,inaturalist-2026-09
madappanahalli-kunte-2,4,2,2,1,2025-09-14,Leptocentrus taurus (eggplant horned planthopper);Spalgis epius (Apefly),inaturalist-2026-09
madappanahalli-kunte-3,0,0,0,0,,,inaturalist-2026-09
madappanahalli-kunte-4,0,0,0,0,,,inaturalist-2026-09
madappanahalli-kunte-5,0,0,0,0,,,inaturalist-2026-09
madappanahalli-lake,0,0,0,0,,,inaturalist-2026-09
madappanahalli-lake-2,0,0,0,0,,,inaturalist-2026-09
madappanahalli-lake-2-2,0,0,0,0,,,inaturalist-2026-09
madavara-kere,2,1,1,2,2021-10-23,Echis carinatus (Saw-scaled Viper),inaturalist-2026-09
madenahalli-lake,0,0,0,0,,,inaturalist-2026-09
madhagar-kunte,0,0,0,0,,,inaturalist-2026-09
madhure-kere,152,91,81,21,2026-09-06,Diplacodes trivialis (Chalky Percher);Zizina otis (Lesser Grass Blue);Brachythemis contaminata (Ditch Jewel);Chromolaena odorata (Siam weed);Fejervarya limnocharis (Paddy Field Frog);Fowlea piscator (Chequered Keelback);Stegodyphus sarasinorum (Indian Cooperative Spider);Streptopelia tranquebarica (Red Collared-Dove);Ardea alba (Great Egret);Catopsilia pyranthe (Mottled Emigrant),inaturalist-2026-09
madivala-lake,0,0,0,0,,,inaturalist-2026-09
madivalam-lake,0,0,0,0,,,inaturalist-2026-09
madiwala-lake,624,367,210,59,2026-08-22,Brachythemis contaminata (Ditch Jewel);Ardea purpurea (Purple Heron);Porphyrio poliocephalus (Gray-headed Swamphen);Ardea cinerea (Grey Heron);Junonia lemonias (Lemon Pansy);Ardeola grayii (Indian Pond-Heron);Phalacrocorax carbo (Great Cormorant);Egretta garzetta (Little Egret);Jamides celeno (Common Cerulean);Anas poecilorhyncha (Indian Spot-billed Duck),inaturalist-2026-09
mahadeva-kodigehalli-lake,1,1,1,1,2019-09-22,Cylas formicarius (Sweet Potato Weevil),inaturalist-2026-09
mahadevanakodag-lake,19,12,11,8,2026-09-09,Brachythemis contaminata (Ditch Jewel);Junonia atlites (Grey Pansy);Pareronia hippia (Indian Wanderer);Cyprinus carpio (European Carp);Funambulus palmarum (Three-striped Palm Squirrel);Hypolimnas bolina (Great Eggfly);Jamides celeno (Common Cerulean);Orthetrum sabina (Slender Skimmer);Passiflora vesicaria (Orangefruit Passionflower);Rhyothemis variegata (Common Picture Wing),inaturalist-2026-09
